Category & Name of the Shareholders,No. of shareholder,No. of fully paid up equity shares held,Total no. shares held,"Shareholding % calculated as per SCRR, 1957 As a % of (A+B+C2)",No. of Voting Rights,Total as a % of Total Voting right,No. of equity shares held in dematerialized form(Not Applicable),Script,ScriptCode,marketCap,No. of Shares Underlying Outstanding convertible securities (including Warrants),"Total shareholding , as a % assuming full conversion of convertible securities ( as a percentage of diluted share capital)",No.(a),As a % of total Shares held(b),Partly paid-up equity shares held,Total as a % of (A+B+C),Amount Invested (in Cr),Total Investment by Shareholder
Vinod Rajindranath Sethi,1,200000,200000.0,1.8,200000.0,1.8,200000.0,MADHUSE,511000,26.09,,,,0.0,,,0.46962,0.46962
Prashant Girish Choksey,1,200000,200000.0,1.8,200000.0,1.8,200000.0,MADHUSE,511000,26.09,,,,0.0,,,0.46962,0.46962
Atul Richard Rawat,1,200000,200000.0,1.8,200000.0,1.8,200000.0,MADHUSE,511000,26.09,,,,0.0,,,0.46962,0.46962
Hemantsingh Naharsingh Jhala,1,200000,200000.0,1.8,200000.0,1.8,200000.0,MADHUSE,511000,26.09,,,,0.0,,,0.46962,0.46962
Nitij Ajeet Arenja,1,200000,200000.0,1.8,200000.0,1.8,200000.0,MADHUSE,511000,26.09,,,,0.0,,,0.46962,0.46962
Jagmeet Sabharwal Singh,1,200000,200000.0,1.8,200000.0,1.8,200000.0,MADHUSE,511000,26.09,,,,0.0,,,0.46962,0.46962
MANJULABEN SADHU,1,112000,112000.0,2.91,112000.0,2.91,112000.0,ARYAVAN,539455,16.12,,,,0.0,,,0.469092,0.469092
KRISHNAKANT BHIMSEN GOYAL,1,129500,129500.0,1.72,129500.0,1.72,129500.0,GUJINV,531341,13.16,,,,,,,0.226352,0.468727
KRISHNAKANT BHIMSEN GOYAL,1,1500000,1500000.0,1.25,1500000.0,1.25,1500000.0,SATTVASUKU,539519,19.39,,,,,,,0.242375,0.468727
SESHU SRINIVAS AKULA,1,384273,384273.0,3.8,384273.0,3.8,,DECIPHER,524752,12.31,,,,,,,0.46778,0.46778
ROHITASAVA CHAND,1,177700,177700.0,1.06,177700.0,1.06,177700.0,MYMONEY,538862,44.13,,,,0.0,,,0.467778,0.467778
RAKESH KUMAR BANSAL,1,107336,107336.0,1.71,107336.0,1.71,107336.0,PURSHOTTAM,538647,27.33,,,,,,,0.467343,0.467343
PALAK NAVNEET SOMANI,1,750000,750000.0,1.17,750000.0,1.17,750000.0,PRATIK,526490,39.87,,,,,,,0.4664789999999999,0.4664789999999999
PRATIBHA BHARAT SOMANI,1,750000,750000.0,1.17,750000.0,1.17,750000.0,PRATIK,526490,39.87,,,,,,,0.4664789999999999,0.4664789999999999
Santosh S Gavade,1,90000,90000.0,1.94,90000.0,1.94,90000.0,ROSEMER,512115,24.04,,1.54,,0.0,,,0.466376,0.466376
NIRUBEN BHUPENDRABHAI SHETH,1,438118,438118.0,5.4,438118.0,5.4,438118.0,FRASER,539032,8.63,,,,,,,0.4660200000000001,0.4660200000000001
LAKSHIT LAUL,1,256152,256152.0,4.27,256152.0,4.27,256152.0,PHOTOQUP,526588,10.91,,,,,,,0.4658569999999999,0.4658569999999999
MILAN DHAR,1,100198,100198.0,2.96,100198.0,2.96,100198.0,BHARAT,511501,15.72,,,,,,,0.465312,0.465312
RICHI MANOJKUMAR JAIN,1,181863,181863.0,1.91,181863.0,1.91,181863.0,SBFL,521131,24.34,,,,,,,0.464894,0.464894
AMIT RATHI,1,76000,76000.0,2.53,76000.0,2.53,76000.0,BNRUDY,530809,18.37,,,,,,,0.464761,0.464761
Nachiket Anup Shah,1,198000,198000.0,1.78,198000.0,1.78,198000.0,MADHUSE,511000,26.09,,,,0.0,,,0.464402,0.464402
SHASHIKANT NANUSING JADHAV,1,278220,278220.0,2.78,278220.0,2.78,278220.0,RFLL,543256,16.7,,,,,,,0.4642599999999999,0.4642599999999999
RAJAN SHARMA,1,125000,125000.0,1.56,125000.0,1.56,,SAMYAKINT,530025,29.76,,,,0.0,,,0.464256,0.464256
K VENKATARAMANI,1,900000,900000.0,2.59,900000.0,2.59,900000.0,OCTAVE,521062,17.91,,,,,,,0.463869,0.463869
Anmol Sekhri,1,45037,45037.0,1.0,45037.0,1.0,45037.0,MORARKFI,511549,46.24,,,,,,,0.4624,0.4624
MOHAN SUNDERDAS VAISHNAV,1,309129,309129.0,1.97,309129.0,1.97,309129.0,LIBORDFIN,511593,23.46,,,,,,,0.4621619999999999,0.4621619999999999
RAJESH CHOUDHARY,1,159785,159785.0,1.07,159785.0,1.07,159785.0,GENUSPRIME,532425,43.17,,,,,,,0.4619190000000001,0.4619190000000001
BHANU A DESAI,1,218500,218500.0,3.97,218500.0,3.97,135500.0,SHGANEL,530797,11.61,,,,,,,0.4609169999999999,0.4609169999999999
SANJAY KUMAR SARAWAGI,1,53408,53408.0,1.12,53408.0,1.12,53408.0,KHAITANLTD,590068,41.1,,,,,,,0.46032,0.46032
SURENDRA B JIWRAJKA,1,200000,200000.0,1.01,200000.0,1.01,,MYSTICELE,535205,45.54,,,200000.0,100.0,,,0.459954,0.459954
SUNITA BINDAL,1,200000,200000.0,1.01,200000.0,1.01,200000.0,MYSTICELE,535205,45.54,,,,0.0,,,0.459954,0.459954
DILIP B JIWRAJKA,1,200000,200000.0,1.01,200000.0,1.01,,MYSTICELE,535205,45.54,,,200000.0,100.0,,,0.459954,0.459954
ASHOK B JIWRAJKA,1,200000,200000.0,1.01,200000.0,1.01,,MYSTICELE,535205,45.54,,,200000.0,100.0,,,0.459954,0.459954
SHIRISH JOSHI,1,54600,54600.0,1.02,54600.0,1.02,54600.0,RAPICUT,500360,45.02,,,,,,,0.459204,0.459204
HARSH VIMALBHAI SHAH,1,603198,603198.0,5.3,603198.0,5.3,603198.0,TELECANOR,530595,8.65,,,,,,,0.45845,0.45845
SHIRISH CHHOTALAL GHELANI,1,1290594,1290594.0,1.26,1290594.0,1.26,1290594.0,NIVAKA,542206,36.35,,,,,,,0.45801,0.45801
THANGGOULEIN KIPGEN,1,126301,126301.0,1.46,126301.0,1.48,126301.0,JAIHINDS,514312,31.33,,,,0.0,,,0.457418,0.457418
MANISHKUMAR BADRI RATHI,1,80000,80000.0,1.62,80000.0,1.62,80000.0,INLANPR,530787,28.23,,,,,,,0.457326,0.457326
ALTAF YUSUF WAHEDNA,1,716000,716000.0,1.07,716000.0,1.07,716000.0,NEXTMEDIA,532416,42.74,,,,,,,0.457318,0.457318
SURESH REDDY THUPAKULA,1,136115,136115.0,1.72,136115.0,1.72,136115.0,INFRONICS,537985,26.56,,,,,,,0.4568319999999999,0.4568319999999999
SULOCHNADEVI ANILKUMAR AGARWAL .,1,190908,190908.0,2.77,190908.0,2.77,190908.0,KUNSTOFF,523594,16.47,,,,,,,0.4562189999999999,0.4562189999999999
Chong Ninou Kipgen,1,126073,126073.0,1.45,126073.0,1.48,126073.0,JAIHINDS,514312,31.33,,,,0.0,,,0.4542849999999999,0.4542849999999999
VALLABH CHANDAK,1,87092,87092.0,1.39,87092.0,1.39,87092.0,SUGALDAM,511654,32.68,,,,,,,0.454252,0.454252
ANKITA HEMENDRA SHAH,1,440605,440605.0,2.16,440605.0,2.16,440605.0,ESARIND,531502,21.01,,,,,,,0.453816,0.453816
Abhimanyu Mundhra,1,250000,250000.0,1.65,250000.0,1.65,250000.0,TAPARIA,505685,27.49,,,,,,,0.453585,0.453585
ASHA SANJAY SHAH,1,594557,594557.0,1.98,594557.0,1.98,594557.0,NYSSACORP,504378,13.56,,,,,,,0.268488,0.453508
ASHA SANJAY SHAH,1,1847025,1847025.0,1.16,1847025.0,1.16,1847025.0,RISAINTL,530251,15.95,,,,,,,0.18502,0.453508
BINA ASHNI SUCHDEV,1,36478,36478.0,2.43,36478.0,2.43,36478.0,1STCUS,511122,18.65,,,,,,,0.453195,0.453195
Kashyap Rajendrabhai Mehta,1,108000,108000.0,1.66,108000.0,1.66,108000.0,PRISMFN,531735,27.3,,,,,,,0.45318,0.45318
DOLLY VISHAL SHAH,1,7100000,7100000.0,1.04,,,7100000.0,GATECH,531723,43.56,,,,,,1.04,0.453024,0.453024
SUPRIYA PUNIT AGARWAL,1,275128,275128.0,1.07,275128.0,1.07,275128.0,KGDENIM,500239,42.3,,,,,,,0.45261,0.45261
SUJIT KRISHNA PUTHRAN,1,177000,177000.0,1.56,177000.0,1.56,177000.0,SUPERTEX,526133,8.55,,,,,,,0.13338,0.452234
SUJIT KRISHNA PUTHRAN,1,124212,124212.0,1.31,124212.0,1.31,124212.0,SBFL,521131,24.34,,,,,,,0.318854,0.452234
BHARATI VIVEK RAI,1,973500,973500.0,3.91,973500.0,3.91,973500.0,JANUSCORP,542924,11.56,,,973500.0,100.0,,,0.451996,0.451996
VENKATA SRIDHAR GARLAPATI,1,135000,135000.0,1.7,135000.0,1.7,135000.0,INFRONICS,537985,26.56,,,,,,,0.45152,0.45152
DIPAK CHHOTALAL GHELANI,1,1272514,1272514.0,1.24,1272514.0,1.24,1272514.0,NIVAKA,542206,36.35,,,,,,,0.45074,0.45074
D THIMMAPPA,1,295000,295000.0,5.84,295000.0,5.84,,SENINFO,531980,7.71,,,,,,,0.450264,0.450264
VIDYA TILOKANI,1,68755,68755.0,1.12,68755.0,1.12,68755.0,AJCON,511692,40.2,,,,,,,0.4502400000000001,0.4502400000000001
AMIT KHATWANI,1,43500,43500.0,1.41,43500.0,1.41,43500.0,GEL,540613,31.89,,,,,,,0.449649,0.449649
HARISHCHANDRA RAMPRATAP GUPTA,1,800000,800000.0,4.0,800000.0,4.0,800000.0,ELEFLOR,526473,11.24,,,,,,,0.4496,0.4496
DHANRAJ RAJESH GALA,1,42371,42371.0,1.16,42371.0,1.16,42371.0,CSURGSU,531380,38.74,,,,,,,0.449384,0.449384
Anil Kumar Garg,1,237636,237636.0,4.47,237636.0,4.47,237636.0,GKCONS,531758,10.04,,,,0.0,,,0.4487879999999999,0.4487879999999999
KARISHMA DILIP BHATIA,1,3220000,3220000.0,1.29,3220000.0,1.29,3220000.0,ROLLT,502448,34.77,,,,,,,0.448533,0.448533
Krinjal Amitkumar Mehta,1,45600,45600.0,1.03,45600.0,1.03,45600.0,TIRUFOAM,540904,43.52,,,,,,,0.448256,0.448256
SOMESH MAHESHKUMAR AGRAWAL,1,40000,40000.0,1.17,40000.0,1.17,40000.0,MKPMOB,521244,38.29,,,,,,,0.4479929999999999,0.4479929999999999
SWEENALBEN VIJAYBHAI SONANI,1,2770000,2770000.0,2.31,2770000.0,2.31,2770000.0,SATTVASUKU,539519,19.39,,,,,,,0.447909,0.447909
MEENAKSHI SHARAD,1,377500,377500.0,4.08,377500.0,4.08,,ANSINDUS,531406,10.97,,,,,,,0.4475760000000001,0.4475760000000001
SANJAY GHELANI,1,1261093,1261093.0,1.23,1261093.0,1.23,1261093.0,NIVAKA,542206,36.35,,,,,,,0.447105,0.447105
Salim Hajiumar Sheikh,1,497000,497000.0,8.56,497000.0,8.56,497000.0,MPAGI,506543,5.22,,,,,,,0.446832,0.446832
SANTOSH BABAJI MHADE,1,180000,180000.0,1.41,180000.0,1.41,180000.0,JMJFIN,538834,31.68,,,,0.0,,,0.446688,0.446688
AJIT BABAJI MHADE,1,180000,180000.0,1.41,180000.0,1.41,180000.0,JMJFIN,538834,31.68,,,,0.0,,,0.446688,0.446688
HEENA GOPAL PARIANI,1,180000,180000.0,1.41,180000.0,1.41,180000.0,JMJFIN,538834,31.68,,,,0.0,,,0.446688,0.446688
LAHU MANSING GHADGE,1,180000,180000.0,1.41,180000.0,1.41,180000.0,JMJFIN,538834,31.68,,,,0.0,,,0.446688,0.446688
ABHISHEK GUPTA,1,166597,166597.0,1.54,166597.0,1.54,166597.0,KRISHNA,504392,28.99,,,,,,,0.446446,0.446446
UMANG M. SHAH,1,108279,108279.0,1.2,108279.0,1.2,108279.0,RRMETAL,531667,36.94,,,,,,,0.44328,0.44328
NISARG MUKESHKUMAR PATEL,1,62597,62597.0,1.51,62597.0,1.51,62597.0,SOFCOM,538923,29.34,,,,0.0,,,0.443034,0.443034
RAVI KANT SETHIA,1,239000,239000.0,1.31,239000.0,1.31,239000.0,BALTE,520127,33.8,,,,,,,0.44278,0.44278
AKSHIT AGGARWAL,1,163685,163685.0,1.63,163685.0,1.63,163685.0,RAWEDGE,541634,27.16,,,,,,,0.4427079999999999,0.4427079999999999
Anand Mohan,1,725000,725000.0,1.21,725000.0,1.21,725000.0,SRUSTEELS,540914,36.56,,,,,,,0.442376,0.442376
SUBHASH BHAVANISHANKAR RAJGURU,1,1616012,1616012.0,2.17,1616012.0,2.17,1616012.0,PRAGBOS,500192,20.38,,,,,,,0.442246,0.442246
Neelam Mittal,1,185432,185432.0,1.16,185432.0,1.16,185432.0,UNISON,538610,38.03,,,,,,,0.441148,0.441148
UDAYAN SHANKARRAO GADAKH,1,926499,926499.0,1.76,926499.0,1.76,926499.0,URSUGAR,539097,25.04,,,,,,,0.440704,0.440704
ZEENAT AL NASIR GILANI,1,60000,60000.0,1.05,60000.0,1.05,60000.0,SUJALA,539117,41.95,,,,,,,0.440475,0.440475
RAMASWAMY REDDY PEDINEKALUVA,1,685302,685302.0,1.11,685302.0,1.11,685302.0,VISTAPH,524711,39.55,,,,0.0,,,0.439005,0.439005
Ajay Kumar Swarup,1,72840,72840.0,1.75,72840.0,1.75,72840.0,INFORTEC,504810,24.97,,,,,,,0.436975,0.436975
ROMA RUDOLPH DSOUZA,1,166666,166666.0,1.09,166666.0,1.09,166666.0,KHANDSE,531892,40.07,,,,,,,0.436763,0.436763
ROSE RUDOLPH DSOUZA,1,166666,166666.0,1.09,166666.0,1.09,166666.0,KHANDSE,531892,40.07,,,,,,,0.436763,0.436763
SHILPA AGGARWAL,1,211694,211694.0,1.38,211694.0,1.38,211694.0,ANKIN,531673,31.51,,,,0.0,,,0.434838,0.434838
Krushanu C Sonpal,1,480000,480000.0,3.84,480000.0,3.84,480000.0,MPL,526143,11.32,,,,,,,0.4346879999999999,0.4346879999999999
SHALU SHYAM CHINAI,1,192000,192000.0,1.39,192000.0,1.39,192000.0,GOBLIN,542850,31.23,,,,,,,0.4340969999999999,0.4340969999999999
NATVARLAL ARJANBHAI SUREJA,1,175000,175000.0,1.37,175000.0,1.37,175000.0,JMJFIN,538834,31.68,,,,0.0,,,0.434016,0.434016
CHETAN KOTHARI,1,175000,175000.0,1.37,175000.0,1.37,175000.0,JMJFIN,538834,31.68,,,,0.0,,,0.434016,0.434016
Sanjay Popatlal Jain,1,91369,91369.0,2.73,91369.0,2.88,91369.0,MNIL,539767,6.29,,2.73,,,,,0.171717,0.433062
Sanjay Popatlal Jain,1,1049422,1049422.0,1.05,1049422.0,1.05,1049422.0,MMLF,535910,24.89,,,,,,,0.261345,0.433062
TRILOKCHAND GOVINDRAM AGARWAL,1,246877,246877.0,3.29,246877.0,3.29,246877.0,GUJINV,531341,13.16,,,,,,,0.4329639999999999,0.4329639999999999
PRIYANSHI KHETAN,1,167660,167660.0,2.92,167660.0,2.92,167660.0,RSCINT,530179,14.81,,,,,,,0.432452,0.432452
VIVAN SURESH PATEL,1,81970,81970.0,1.46,81970.0,1.46,81970.0,POLYCHMP,526043,29.52,,,,,,,0.430992,0.430992
BOSCO ARMANDO MENEZES,1,64000,64000.0,1.64,64000.0,1.64,64000.0,CHOKSI,530427,26.25,,,,,,,0.4304999999999999,0.4304999999999999
NIDHI KHANDELWAL,1,0,500000.0,1.42,,0.0,500000.0,AFEL,538351,30.31,,,,,500000.0,,0.4304019999999999,0.4304019999999999
MANOJ AGARWAL,1,500000,500000.0,1.42,500000.0,1.5,500000.0,AFEL,538351,30.31,,,,,,,0.4304019999999999,0.4304019999999999
Mukesh J. Desai,1,83100,83100.0,1.79,83100.0,1.79,83000.0,ROSEMER,512115,24.04,,1.42,,0.0,,,0.430316,0.430316
CHINTAN NAYAN BHAI RAJYAGURU,1,277128,277128.0,3.17,277128.0,3.17,277128.0,EUREKAI,521137,13.57,,,,,,,0.4301689999999999,0.4301689999999999
LALIT RAI,1,135000,135000.0,3.23,135000.0,3.23,135000.0,BILLWIN,543209,13.29,,,,,,,0.429267,0.429267
SAEED FARDIN ATTAR,1,75000,75000.0,1.52,75000.0,1.52,75000.0,INLANPR,530787,28.23,,,,,,,0.429096,0.429096
Dilip P. Bhat,1,23715,23715.0,1.85,23715.0,1.85,23715.0,IBINFO,519463,23.18,,,,,,,0.42883,0.42883
VENU LATA SHUKLA,1,1620000,1620000.0,1.09,1620000.0,1.09,1620000.0,GALACTICO,542802,39.34,,,,,,,0.428806,0.428806
Gaurang Manubhai Shah,1,99538,99538.0,3.64,99538.0,3.64,99538.0,GALAGEX,531911,11.78,,,,,,,0.428792,0.428792
MITHALAL HASTIMAL GANDHI,1,62087,62087.0,1.06,62087.0,1.06,62087.0,SMIFS,508905,40.43,,0.8,,0.0,,,0.428558,0.428558
ABHISHEK KAMALKISHORE KABRA,1,50000,50000.0,1.24,50000.0,1.24,50000.0,MISQUITA,542801,34.55,,1.07,,0.0,,,0.4284199999999999,0.4284199999999999
KASHMIRA MANISH MEHTA,1,63532,63532.0,1.63,63532.0,1.63,63532.0,CHOKSI,530427,26.25,,,,,,,0.4278749999999999,0.4278749999999999
SADHNA ANOOP GUPTA,1,50000,50000.0,1.9,50000.0,1.9,50000.0,ASIAPAK,530899,22.51,,,,,,,0.42769,0.42769
SHANTU AMIT KOTHARI,1,2637500,2637500.0,2.2,2637500.0,2.2,2637500.0,SATTVASUKU,539519,19.39,,,,,,,0.42658,0.42658
Santosh Jagtap,1,1193000,1193000.0,1.19,1193000.0,1.19,,MEGACOR,531417,35.8,,,,,,,0.4260199999999999,0.4260199999999999
Ram Gopal Ramgarhia,1,83878,83878.0,1.58,83878.0,1.58,83878.0,GKCONS,531758,10.04,,,,0.0,,,0.158632,0.426016
Ram Gopal Ramgarhia,1,92698,92698.0,1.56,92698.0,1.56,92698.0,NDASEC,511535,17.14,,,,,,,0.267384,0.426016
MEERABEN MATHURDAS BABARIYA,1,156210,156210.0,1.56,156210.0,1.56,156210.0,UMIYA,539798,27.3,,,,0.0,,,0.42588,0.42588
NARAYANA VATTEM,1,146940,146940.0,3.7,146940.0,3.7,146940.0,SKILVEN,538919,11.5,,,,,,,0.4255,0.4255
ARPAN DAS,1,635000,635000.0,3.4,635000.0,3.4,635000.0,ETIL,538708,12.51,,,,,,,0.42534,0.42534
ATUL JAIN HUF,1,295000,295000.0,1.14,295000.0,1.14,295000.0,NATURAL,543207,37.31,,,,0.0,,,0.425334,0.425334
DHRUV BHASIN,1,950000,950000.0,2.67,950000.0,2.67,950000.0,ICSL,539149,15.91,,,,,,,0.424797,0.424797
Harsha Hitesh Jhaveri,1,23000,23000.0,1.38,23000.0,1.38,23000.0,HINDMILL,509895,30.78,,,,,,,0.424764,0.424764
SHABNAM MOTIHAR,1,325990,325990.0,2.01,325990.0,2.01,325990.0,HOTLSILV,532145,21.11,,,,,,,0.4243109999999999,0.4243109999999999
Vivek Kanda,1,100857,100857.0,2.35,100857.0,2.35,100857.0,SPICEISLIN,526827,18.03,,1.62,,,,,0.423705,0.423705
SURUCHI RANI,1,116772,116772.0,1.35,116772.0,1.37,116772.0,JAIHINDS,514312,31.33,,,,0.0,,,0.422955,0.422955
KANCHANA R,1,772844,772844.0,5.27,772844.0,5.27,772844.0,UNIOFFICE,523519,8.02,,,,,,,0.422654,0.422654
Gandhi Pratik Rajendra,1,31200,31200.0,1.13,31200.0,1.13,31200.0,SPENTA,526161,37.33,,,,,,,0.4218289999999999,0.4218289999999999
NAVNEET MUNDADA,1,1200000,1200000.0,1.0,1200000.0,1.0,1200000.0,SIPTL,539584,42.18,,,,0.0,,,0.4218,0.4218
HITESH HANSRAJ PATEL,1,170000,170000.0,1.33,170000.0,1.33,170000.0,JMJFIN,538834,31.68,,,,0.0,,,0.421344,0.421344
PALAK KHANDEWAL,1,2700000,2700000.0,5.4,2700000.0,5.4,2700000.0,ALFL,538952,7.8,,,,,,,0.4212,0.4212
Tehmul Sethna,1,100400,100400.0,1.54,100400.0,1.54,,PRISMFN,531735,27.3,,,,,,,0.42042,0.42042
Dinesh M. Parakh (H.U.F),1,100000,100000.0,1.54,100000.0,1.54,,PRISMFN,531735,27.3,,,,,,,0.42042,0.42042
Mehroo Burjor Sethna,1,100400,100400.0,1.54,100400.0,1.54,,PRISMFN,531735,27.3,,,,,,,0.42042,0.42042
Kamalrukh Tehmul Sethna,1,100400,100400.0,1.54,100400.0,1.54,,PRISMFN,531735,27.3,,,,,,,0.42042,0.42042
Yogendra Baldevbhai Prajapati,1,400215,400215.0,1.19,400215.0,1.19,400215.0,BRIDGESE,530249,35.29,,1.03,,0.0,,,0.4199509999999999,0.4199509999999999
PATEL BHUPESH VAHALABHAI,1,55000,55000.0,1.84,55000.0,1.84,55000.0,ISHITADR,524400,22.82,,,,,,,0.419888,0.419888
BALAKRISHNA G V,1,125000,125000.0,1.58,125000.0,1.58,125000.0,INFRONICS,537985,26.56,,,,,,,0.419648,0.419648
HARISH KATTAMUDI,1,125000,125000.0,1.58,125000.0,1.58,125000.0,INFRONICS,537985,26.56,,,,,,,0.419648,0.419648
SHARON GUPTA,1,552794,552794.0,4.85,552794.0,4.85,552794.0,TELECANOR,530595,8.65,,,,,,,0.419525,0.419525
SAVITRI RAM KARNANI .,1,83600,83600.0,1.13,83600.0,1.13,83600.0,RISHITECH,523021,37.1,,,,,,,0.41923,0.41923
NARI LAKHANI,1,354000,354000.0,3.82,354000.0,3.82,,ANSINDUS,531406,10.97,,,,,,,0.419054,0.419054
AMIT KANTILAL KOTHARI,1,2595000,2595000.0,2.16,2595000.0,2.16,2595000.0,SATTVASUKU,539519,19.39,,,,,,,0.418824,0.418824
DRONAMRAJU VINDHYA,1,144275,144275.0,3.64,144275.0,3.64,144275.0,SKILVEN,538919,11.5,,,,,,,0.4186,0.4186
ASHOK KUMAR SHARMA,1,348900,348900.0,4.81,348900.0,4.81,,RICHUNV,530271,8.7,,,,,,,0.4184699999999999,0.4184699999999999
Rohitasava Chand,1,2765500,2765500.0,1.51,2765500.0,1.51,2765500.0,MEP,539126,27.7,,,,,,,0.41827,0.41827
MANUBHAI AMRUTLAL SHAH,1,103000,103000.0,1.75,103000.0,1.75,103000.0,BACPHAR,524516,23.89,,,,,,,0.418075,0.418075
USHARANI GUDURU,1,914442,914442.0,3.65,914442.0,3.65,914442.0,QUANTBUILD,538596,11.45,,,,,,,0.4179249999999999,0.4179249999999999
IRFAN FAKHRI KARIMI,1,450547,450547.0,2.67,450547.0,2.67,450547.0,YOGISUNG,522209,15.65,,,,,,,0.417855,0.417855
NIMESH P GANATRA,1,167656,167656.0,1.31,167656.0,1.31,167656.0,JMJFIN,538834,31.68,,,,0.0,,,0.415008,0.415008
Yogesh Kumar Gupta,1,188732,188732.0,5.74,188732.0,5.74,188732.0,WWALUM,526525,7.23,,,,,,,0.415002,0.415002
SUDHIR JAIN,1,142500,142500.0,1.01,142500.0,1.01,142500.0,MOHITIND,531453,41.04,,,,,,,0.414504,0.414504
Ritu Mukhija,1,219000,219000.0,6.84,219000.0,6.84,219000.0,NUTECGLOB,531304,6.05,,,,,,,0.41382,0.41382
Rajen Hemchand Gada,1,80000,80000.0,1.72,80000.0,1.72,80000.0,ROSEMER,512115,24.04,,1.37,,0.0,,,0.4134879999999999,0.4134879999999999
RAMASWAMY ANAND,1,327264,327264.0,2.29,327264.0,2.29,327264.0,YUNIKM,533149,18.05,,,,,,,0.413345,0.413345
DEVILAL SHANKARLAL SONI,1,276000,276000.0,1.76,276000.0,1.76,276000.0,LIBORDFIN,511593,23.46,,,,,,,0.412896,0.412896
PRATIK RAJENDRA GANDHI,1,125000,125000.0,1.0,125000.0,1.0,125000.0,ASHSI,526847,41.25,,,,,,,0.4125,0.4125
PARUL SANJAY SHAH,1,57055,57055.0,1.16,57055.0,1.16,57055.0,HARLETH,524080,35.5,,,,,,,0.4117999999999999,0.4117999999999999
KAPIL CHOPRA,1,145297,145297.0,1.42,145297.0,1.42,145297.0,PWASML,531437,28.94,,,,,,,0.410948,0.410948
AMAR NATH AGRAWAL,1,5700000,5700000.0,1.3,5700000.0,1.3,5700000.0,PRISMX,501314,31.61,,,,,,,0.41093,0.41093
MADHAV AGARWAL,1,58000,58000.0,1.13,58000.0,1.13,58000.0,MARBU,523566,36.35,,,,,,,0.410755,0.410755
KAMAL KUMAR DUGAR,1,58481,58481.0,1.13,58481.0,1.13,58481.0,MARBU,523566,36.35,,,,,,,0.410755,0.410755
CHAIN SINGH MODI,1,60390,60390.0,1.68,60390.0,1.68,60390.0,SHREEPAC,527005,24.43,,,,,,,0.4104239999999999,0.4104239999999999
ANAND MAHESHWARI,1,1250000,1250000.0,1.24,1250000.0,1.24,1250000.0,SULABEN,508969,33.06,,,,,,,0.409944,0.409944
SUNITA MAHESHWARI,1,1250000,1250000.0,1.24,1250000.0,1.24,1250000.0,SULABEN,508969,33.06,,,,,,,0.409944,0.409944
MANISH AGARWAL,1,299900,299900.0,1.53,299900.0,1.53,299900.0,NEIL,539016,20.41,,,,,,,0.312273,0.409713
MANISH AGARWAL,1,30000,30000.0,1.05,30000.0,1.05,30000.0,OLYOI,507609,9.28,,,,,,,0.09744,0.409713
VIVEK KUMAR BHAUKA .,1,150000,150000.0,1.5,150000.0,1.5,150000.0,UMIYA,539798,27.3,,,,0.0,,,0.4095,0.4095
Praveen Arora,1,97704,97704.0,2.27,97704.0,2.27,97704.0,SPICEISLIN,526827,18.03,,1.57,,,,,0.409281,0.409281
MADHU GUPTA,1,2821000,2821000.0,1.67,2821000.0,1.67,2821000.0,KCLINFRA,531784,24.49,,,,,,,0.408983,0.408983
NEERAJ RAJENDRA GUPTA,1,2824194,2824194.0,1.67,2824194.0,1.67,2824194.0,KCLINFRA,531784,24.49,,,,,,,0.408983,0.408983
DUBY REX,1,65750,65750.0,2.18,65750.0,2.18,65750.0,IFINSER,539692,18.71,,,,,,,0.407878,0.407878
KETAN DAMODAR BAHETI,1,4450,4450.0,1.28,4450.0,1.28,4450.0,KAUSHALYA,532925,31.83,,,,,,,0.407424,0.407424
VIVEK MAHESHCHANDRA MANGLA,1,210000,210000.0,1.13,210000.0,1.13,210000.0,INANI,531129,36.05,,,,,,,0.4073649999999999,0.4073649999999999
RAKESH J KOTHARI,1,112500,112500.0,1.3,112500.0,1.32,,JAIHINDS,514312,31.33,,,,0.0,,,0.40729,0.40729
RADHAKRISHNA MURTHY KONIJETI,1,140554,140554.0,3.54,140554.0,3.54,140544.0,SKILVEN,538919,11.5,,,,,,,0.4071,0.4071
DAKSHA KALUBHAI JASOLIYA,1,48700,48700.0,1.09,48700.0,1.09,48700.0,ACCEDERE,531533,37.32,,,,,,,0.406788,0.406788
S N THULASI DEVI,1,121200,121200.0,1.21,121200.0,1.21,121200.0,CONCORD,538965,33.59,,,,0.0,,,0.406439,0.406439
MADHUSUDAN GOENKA,1,218310,218310.0,1.2,218310.0,1.2,218310.0,BALTE,520127,33.8,,,,,,,0.4055999999999999,0.4055999999999999
Deepa Shah,1,49821,49821.0,1.65,49821.0,1.65,49821.0,DYNAMIND,524818,24.58,,,,,,,0.40557,0.40557
NILESHKUMAR MADHUKARBHAI JOSHI,1,305965,305965.0,8.91,305965.0,8.91,305965.0,KUBERJI,539408,4.55,,,,,,,0.4054049999999999,0.4054049999999999
Rakesh Bhailal Patel,1,116130,116130.0,1.14,116130.0,1.14,116130.0,CAMEXLTD,524440,35.53,,,,,,,0.4050419999999999,0.4050419999999999
Sinu Daniel,1,1625000,1625000.0,1.62,1625000.0,1.62,1625000.0,MMLF,535910,24.89,,,,,,,0.4032180000000001,0.4032180000000001
